TimeNow,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Magnet_X,Magnet_Y,Magnet_Z,Yaw,Roll,Pitch
23:12:20,-0.11,-4.52,8.13,0.0,-0.0625,0.0625,-58.0625,48.5625,-23.875,0.87,-0.87,29.12
23:12:28,-0.11,-4.53,8.14,0.0,-0.0625,0.0625,-57.375,49.0,-21.875,0.87,-0.87,29.12
23:12:28,-0.13,-4.52,8.14,-0.4375,-0.4375,-0.125,-57.375,48.5625,-23.5,0.87,-0.87,29.06
23:12:29,-0.16,-4.51,8.16,0.4375,0.3125,0.75,-59.875,49.0,-23.875,0.87,-0.87,29.06
23:12:30,-0.06,-4.55,8.13,0.4375,0.1875,0.0,-57.75,47.875,-23.875,0.87,-0.87,29.0
23:12:30,-0.07,-4.57,8.11,0.625,0.5,0.8125,-59.875,49.25,-23.875,0.87,-0.87,29.0
23:12:31,-0.09,-4.55,8.08,-0.4375,-0.25,0.1875,-58.875,50.0625,-25.0625,0.87,-0.87,28.93
23:12:31,-0.12,-4.54,8.21,0.5,0.625,0.8125,-60.6875,47.875,-23.875,0.81,-0.87,28.93
23:12:32,-0.16,-4.54,8.17,0.125,0.125,-0.5,-58.0625,48.5625,-23.5,0.81,-0.93,28.87
23:12:32,-0.07,-4.55,8.15,0.1875,0.0625,-0.6875,-59.875,48.25,-23.5,0.81,-0.87,28.81
23:12:33,-0.05,-4.55,8.18,0.625,0.3125,-0.125,-59.1875,47.875,-23.5,0.81,-0.93,28.75
23:12:34,-0.13,-4.5,8.16,0.375,0.3125,0.5,-60.25,47.875,-22.6875,0.81,-0.93,28.75
23:12:34,-0.13,-4.51,8.18,0.375,0.375,0.0,-60.25,48.5625,-23.875,0.81,-0.93,28.75
23:12:35,-0.14,-4.52,8.15,0.0,0.0,0.375,-60.25,48.25,-23.0625,0.81,-0.93,28.75
23:12:35,-0.08,-4.56,8.13,-0.1875,-0.125,-0.1875,-60.6875,49.0,-24.75,0.81,-0.93,28.75
23:12:36,-0.13,-4.54,8.13,-0.25,0.0625,-0.3125,-60.25,47.0625,-24.25,0.81,-0.93,28.75
23:12:36,-0.07,-4.54,8.15,-0.125,0.0,0.3125,-57.375,47.875,-23.875,0.81,-0.93,28.75
