TimeNow,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Magnet_X,Magnet_Y,Magnet_Z,Yaw,Roll,Pitch
21:24:34,-0.12,-4.51,8.18,-0.0625,-0.125,0.125,-57.75,49.375,-23.0625,1.43,-0.68,28.81
21:24:42,-0.13,-4.51,8.18,0.0,0.0625,0.0,-57.75,49.375,-22.25,1.43,-0.68,28.81
21:24:42,-0.13,-4.49,8.15,0.0,0.0,0.0625,-60.25,49.0,-23.0625,1.43,-0.68,28.81
21:24:43,-0.14,-4.52,8.17,0.0625,0.0,0.0,-58.5,49.0,-23.5,1.43,-0.68,28.81
21:24:43,-0.12,-4.53,8.15,0.0,0.0625,-0.0625,-59.25,49.0,-24.375,1.43,-0.68,28.81
21:24:44,-0.13,-4.5,8.14,0.0,-0.125,0.0,-58.5,48.5625,-23.0625,1.43,-0.68,28.81
21:24:45,-0.11,-4.54,8.16,0.0625,-0.125,-0.0625,-59.875,50.75,-25.1875,1.43,-0.68,28.81
21:24:45,-0.12,-4.52,8.18,-0.1875,0.0625,0.0,-57.375,49.6875,-23.875,1.43,-0.68,28.81
21:24:46,-0.13,-4.5,8.14,-0.125,0.0625,0.0625,-59.25,49.0,-22.6875,1.43,-0.68,28.81
21:24:46,-0.12,-4.5,8.15,-0.125,-0.0625,0.0,-58.0625,50.375,-25.1875,1.43,-0.68,28.81
