TimeNow,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Magnet_X,Magnet_Y,Magnet_Z,Yaw,Roll,Pitch
22:01:45,-0.13,-4.51,8.19,-0.0625,0.1875,0.1875,-59.875,48.25,-24.75,1.37,-0.75,28.87
22:01:45,-0.13,-4.53,8.13,0.25,0.3125,0.0625,-58.5,48.25,-22.6875,1.37,-0.75,28.87
22:01:46,-0.07,-4.53,8.17,-0.25,-0.1875,-0.4375,-58.5,47.875,-23.5,1.37,-0.75,28.87
22:01:46,-0.13,-4.51,8.14,-0.3125,-0.375,-0.125,-59.25,50.375,-24.375,1.37,-0.75,28.87
22:01:47,-0.12,-4.51,8.17,-0.1875,-0.1875,-0.375,-58.0625,48.25,-23.5,1.37,-0.75,28.87
22:01:48,-0.13,-4.5,8.18,-0.25,-0.125,-0.125,-59.5625,48.25,-23.0625,1.37,-0.75,28.87
22:01:48,-0.12,-4.52,8.18,0.1875,0.1875,0.5,-58.5,48.5625,-23.0625,1.37,-0.75,28.87
22:01:49,-0.1,-4.54,8.12,-0.3125,-0.0625,-0.1875,-57.75,49.0,-24.75,1.37,-0.75,28.87
22:01:49,-0.1,-4.57,8.18,0.0,-0.25,-0.4375,-58.875,48.5625,-23.875,1.37,-0.75,28.87
22:01:50,-0.07,-4.54,8.14,-0.1875,-0.375,-0.1875,-58.0625,48.5625,-23.5,1.37,-0.75,28.87
22:01:50,-0.08,-4.54,8.14,0.0625,0.125,-0.5,-59.875,49.375,-23.875,1.37,-0.75,28.87
22:01:51,-0.15,-4.5,8.17,-0.4375,-0.1875,-0.375,-58.0625,48.5625,-24.375,1.37,-0.75,28.87
22:01:52,-0.15,-4.52,8.18,0.0,0.125,0.25,-59.5625,48.5625,-24.375,1.37,-0.75,28.87
